date,rain_sum,snowfall_sum,wind_direction_10m_dominant,wind_speed_10m_max,temperature_2m_mean,surface_pressure_mean,soil_moisture_0_to_100cm_mean
2024-06-26 00:00:00+00:00,0.5,0.0,150.52419,14.33234,20.866667,948.4954,0.20048665
2024-06-27 00:00:00+00:00,0.4,0.0,191.23116,19.9954,20.75625,946.2388,0.19685961
2024-06-28 00:00:00+00:00,0.5,0.0,237.3267,14.693999,21.65625,948.98456,0.19479126
2024-06-29 00:00:00+00:00,0.1,0.0,183.59225,15.517629,22.202085,951.0984,0.1981254
2024-06-30 00:00:00+00:00,1.2,0.0,207.55269,30.36403,23.356253,942.8306,0.19637668
2024-07-01 00:00:00+00:00,21.2,0.0,309.02383,15.124284,16.64167,944.9363,0.20021625
2024-07-02 00:00:00+00:00,0.1,0.0,301.03452,19.881649,14.170834,944.5323,0.2003138
2024-07-03 00:00:00+00:00,0.6,0.0,306.69257,10.086427,14.347915,942.347,0.20166087
2024-07-04 00:00:00+00:00,1.9000001,0.0,231.59811,25.683926,14.220834,942.2591,0.20296998
2024-07-05 00:00:00+00:00,0.6,0.0,225.22089,25.872456,13.964584,946.0127,0.20482834
2024-07-06 00:00:00+00:00,0.3,0.0,191.27554,28.08923,20.179167,943.56885,0.20247708
2024-07-07 00:00:00+00:00,3.7000003,0.0,346.13306,14.182355,15.527083,948.3125,0.21151793
2024-07-08 00:00:00+00:00,0.3,0.0,186.11551,11.298495,18.2125,952.6546,0.21413338
2024-07-09 00:00:00+00:00,0.8000001,0.0,147.86082,10.966713,21.720835,953.8566,0.20863628
2024-07-10 00:00:00+00:00,14.200001,0.0,192.09995,27.77838,22.795832,951.3664,0.20386128
2024-07-11 00:00:00+00:00,5.099999,0.0,263.41812,13.450708,20.083334,951.133,0.21311711
2024-07-12 00:00:00+00:00,20.4,0.0,170.56633,13.044722,19.670834,947.169,0.22181083
2024-07-13 00:00:00+00:00,8.599999,0.0,259.72675,13.755579,18.295834,946.0701,0.22925292
2024-07-14 00:00:00+00:00,4.3999996,0.0,192.50517,13.363711,18.80208,948.736,0.23586917
2024-07-15 00:00:00+00:00,0.0,0.0,194.4292,12.496719,20.68542,949.10065,0.23388211
2024-07-16 00:00:00+00:00,1.9000002,0.0,230.87395,18.847641,21.183332,947.8201,0.2284696
2024-07-17 00:00:00+00:00,0.90000004,0.0,232.34888,13.896187,18.422918,953.8143,0.2273679
2024-07-18 00:00:00+00:00,0.0,0.0,11.025091,10.009036,18.15417,956.9736,0.22575419
2024-07-19 00:00:00+00:00,0.0,0.0,46.61805,12.879752,19.860416,954.85187,0.22120543
2024-07-20 00:00:00+00:00,0.0,0.0,67.11933,10.30883,20.389584,948.3437,0.21463709
2024-07-21 00:00:00+00:00,0.0,0.0,178.18173,8.534353,21.445833,945.18604,0.20937246
2024-07-22 00:00:00+00:00,18.800003,0.0,309.29932,14.618837,19.843752,948.2688,0.21548961
2024-07-23 00:00:00+00:00,0.0,0.0,304.73868,11.620809,18.699999,951.3094,0.21810168
2024-07-24 00:00:00+00:00,3.9999998,0.0,319.80273,21.9718,16.566668,949.0906,0.21593793
2024-07-25 00:00:00+00:00,0.0,0.0,333.32297,15.141414,16.008333,948.9642,0.2153654
2024-07-26 00:00:00+00:00,1.1,0.0,219.0046,15.03835,18.022915,947.83453,0.21243168
2024-07-27 00:00:00+00:00,0.8,0.0,223.10349,16.641972,20.502083,949.35767,0.20901664
2024-07-28 00:00:00+00:00,8.200001,0.0,296.10263,23.277834,16.877083,952.9102,0.21183752
2024-07-29 00:00:00+00:00,0.0,0.0,322.16525,17.673029,15.147919,956.1818,0.20939206
2024-07-30 00:00:00+00:00,0.0,0.0,223.50829,8.654987,17.268751,953.29083,0.20561332
2024-07-31 00:00:00+00:00,0.0,0.0,243.43506,13.039754,21.272917,949.4013,0.19780628
2024-08-01 00:00:00+00:00,5.4,0.0,55.603794,11.298495,20.756247,946.6635,0.19262624
2024-08-02 00:00:00+00:00,21.900002,0.0,293.99774,26.121714,17.383333,942.78864,0.20057373
2024-08-03 00:00:00+00:00,0.1,0.0,327.2792,16.055353,16.71667,945.499,0.20648585
2024-08-04 00:00:00+00:00,10.0,0.0,247.72214,12.738099,16.558332,946.02344,0.20902462
2024-08-05 00:00:00+00:00,0.0,0.0,320.76538,22.86496,14.297917,948.002,0.21273582
2024-08-06 00:00:00+00:00,0.0,0.0,173.85355,9.346143,16.222916,948.72876,0.21174377
2024-08-07 00:00:00+00:00,0.3,0.0,211.08615,13.905509,19.227085,947.3901,0.20997505
2024-08-08 00:00:00+00:00,8.8,0.0,311.076,14.003028,17.668749,948.8934,0.20944043
